16:29:23.389 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\inspectors\TimelineAssetInspector.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\inspectors\TimelineInspectorUtility.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\inspectors\TimelinePreferences.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\inspectors\TimelineProjectSettings.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\inspectors\TrackAssetInspector.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\inspectors.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Items\ClipItem.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Items\ItemsGroup.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Items\ItemsPerTrack.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Items\ItemsUtils.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Items\ITimelineItem.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Items\MarkerItem.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Items.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\AddDelete\AddDeleteItemModeMix.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\AddDelete\AddDeleteItemModeReplace.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\AddDelete\AddDeleteItemModeRipple.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\AddDelete\IAddDeleteItemMode.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\AddDelete.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Cursors\TimelineCursors.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Cursors.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\EditMode.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\EditModeInputHandler.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Move\IMoveItemMode.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Move\MoveItemHandler.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Move\MoveItemModeMix.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Move\MoveItemModeReplace.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Move\MoveItemModeRipple.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Move\MovingItems.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Move.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Sequence\EaseClip.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Sequence\Jog.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Sequence\MarkerHeaderContextMenu.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Sequence\RectangleSelect.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Sequence\RectangleTool.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Sequence\RectangleZoom.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Sequence\SelectAndMoveItem.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Sequence\TrackZoom.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Sequence\TrimClip.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Sequence.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\TimeAreaAutoPanner.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\TimeIndicator.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.197 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\TimelineClipGroup.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.198 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Trim\ITrimItemMode.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.198 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Trim\TrimItemModeMix.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.198 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Trim\TrimItemModeReplace.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.198 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Trim\TrimItemModeRipple.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.198 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Trim.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.198 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Utils\EditModeGUIUtils.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.198 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Utils\EditModeMixUtils.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.198 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Utils\EditModeReplaceUtils.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.198 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Utils\EditModeRippleUtils.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.198 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Utils\EditModeUtils.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.198 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Utils\ManipulatorsUtils.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.198 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Utils\PlacementValidity.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.198 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators\Utils.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.198 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Manipulators.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.198 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\MenuPriority.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.198 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Playables\ControlPlayableInspector.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
